Feedback_ID,Employee_ID,City,Department,Date,Engagement_Score,eNPS_Bucket,Free_Text
5454,7299,Rockford,HR,2017-05-19,4,Detractor,We had frequent stockouts and customers were unhappy.
5455,7523,Philadelphia,HR,2017-04-28,3,Detractor,We had frequent stockouts and customers were unhappy.
5456,9047,Philadelphia,Sales,2017-04-28,9,Promoter,Good communication from management and clear goals.
5457,7738,Edmonds,Customer Service,2017-12-29,4,Detractor,Delivery delays caused frustration for both team and customers.
5458,6978,Edmonds,Operations,2017-12-29,5,Detractor,Too much workload and not enough staff during peak hours.
5459,7126,San Francisco,HR,2017-09-04,3,Detractor,Too much workload and not enough staff during peak hours.
5460,8149,San Francisco,Warehouse,2017-09-04,3,Detractor,Too much workload and not enough staff during peak hours.
5461,9133,Asheville,HR,2014-03-21,8,Passive,Workload is manageable but processes could be faster.
5462,6845,Los Angeles,HR,2017-09-28,3,Detractor,Delivery delays caused frustration for both team and customers.
5463,9728,Scottsdale,Sales,2014-01-19,2,Detractor,Too much workload and not enough staff during peak hours.
5464,3116,Scottsdale,HR,2014-01-19,2,Detractor,Too much workload and not enough staff during peak hours.
5465,1180,Scottsdale,Customer Service,2014-01-19,5,Detractor,Too much workload and not enough staff during peak hours.
5466,5676,Scottsdale,Sales,2014-01-19,3,Detractor,Delivery delays caused frustration for both team and customers.
5467,9175,Houston,HR,2014-02-14,7,Passive,"Some minor issues with systems, but we handled them."
5468,4742,San Francisco,HR,2016-06-09,2,Detractor,Delivery delays caused frustration for both team and customers.
5469,9019,San Diego,Customer Service,2014-09-26,6,Detractor,Too much workload and not enough staff during peak hours.
5470,5612,San Diego,Sales,2014-09-26,4,Detractor,Delivery delays caused frustration for both team and customers.
5471,2149,Hamilton,Sales,2016-05-30,4,Detractor,We had frequent stockouts and customers were unhappy.
5472,6726,Parker,HR,2017-12-19,6,Detractor,Delivery delays caused frustration for both team and customers.
5473,7438,Parker,Sales,2017-12-19,8,Passive,Workload is manageable but processes could be faster.
5474,3126,Parker,Warehouse,2017-12-19,2,Detractor,We had frequent stockouts and customers were unhappy.
5475,5133,Fremont,Warehouse,2017-12-26,9,Promoter,Sales were strong this week and operations ran smoothly.
5476,5927,Maple Grove,Warehouse,2017-06-15,5,Detractor,We had frequent stockouts and customers were unhappy.
5477,9275,Maple Grove,Sales,2017-06-15,7,Passive,"Overall okay week, nothing special to report."
5478,3274,Maple Grove,HR,2017-06-15,9,Promoter,Good communication from management and clear goals.
5479,6962,Newark,Sales,2016-11-20,7,Passive,"Some minor issues with systems, but we handled them."
5480,9867,Miami,Customer Service,2014-03-31,8,Passive,Workload is manageable but processes could be faster.
5481,9942,San Diego,Warehouse,2017-10-08,10,Promoter,Good communication from management and clear goals.
5482,6245,San Diego,Sales,2017-10-08,2,Detractor,We had frequent stockouts and customers were unhappy.
5483,3499,San Diego,Operations,2017-10-08,6,Detractor,Too much workload and not enough staff during peak hours.
5484,6402,San Diego,HR,2017-10-08,9,Promoter,Sales were strong this week and operations ran smoothly.
5485,8799,Miami,Sales,2017-01-30,5,Detractor,Too much workload and not enough staff during peak hours.
5486,9607,Miami,Sales,2014-12-12,8,Passive,Workload is manageable but processes could be faster.
5487,6294,San Antonio,Customer Service,2015-10-24,3,Detractor,We had frequent stockouts and customers were unhappy.
5488,9817,Jacksonville,HR,2017-04-01,6,Detractor,Too much workload and not enough staff during peak hours.
5489,8800,Jacksonville,HR,2017-04-01,7,Passive,"Some minor issues with systems, but we handled them."
5490,1708,Jacksonville,Sales,2017-04-01,4,Detractor,We had frequent stockouts and customers were unhappy.
5491,8077,Jacksonville,HR,2017-04-01,9,Promoter,Sales were strong this week and operations ran smoothly.
5492,9713,Houston,Sales,2017-01-26,7,Passive,Workload is manageable but processes could be faster.
5493,5726,San Francisco,Sales,2014-11-28,8,Passive,"Some minor issues with systems, but we handled them."
5494,4362,San Francisco,Customer Service,2014-11-28,10,Promoter,Good communication from management and clear goals.
5495,5392,San Francisco,Warehouse,2014-11-28,3,Detractor,Too much workload and not enough staff during peak hours.
5496,9631,Philadelphia,Operations,2015-09-04,3,Detractor,Delivery delays caused frustration for both team and customers.
5497,7295,Marion,Customer Service,2017-06-12,6,Detractor,We had frequent stockouts and customers were unhappy.
5498,5184,New York City,Sales,2017-07-15,2,Detractor,We had frequent stockouts and customers were unhappy.
5499,4513,New York City,Warehouse,2017-07-15,7,Passive,"Overall okay week, nothing special to report."
5500,8248,New York City,Operations,2017-07-15,7,Passive,Workload is manageable but processes could be faster.
5501,7905,New York City,Sales,2017-07-15,7,Passive,"Overall okay week, nothing special to report."
5502,1841,New York City,Sales,2017-07-15,8,Passive,"Some minor issues with systems, but we handled them."
5503,4340,Philadelphia,Sales,2017-11-02,8,Passive,"Overall okay week, nothing special to report."
5504,9016,Philadelphia,Sales,2017-11-02,9,Promoter,Sales were strong this week and operations ran smoothly.
5505,1043,Philadelphia,Operations,2017-11-02,8,Passive,"Overall okay week, nothing special to report."
5506,3417,Philadelphia,Warehouse,2017-11-02,6,Detractor,We had frequent stockouts and customers were unhappy.
5507,8151,Los Angeles,Operations,2016-10-08,9,Promoter,Good communication from management and clear goals.
5508,8170,Smyrna,HR,2016-04-08,10,Promoter,Good communication from management and clear goals.
5509,3597,San Francisco,Operations,2015-10-08,10,Promoter,Sales were strong this week and operations ran smoothly.
5510,5791,Chicago,Warehouse,2017-05-15,5,Detractor,We had frequent stockouts and customers were unhappy.
5511,2213,Chicago,HR,2017-05-15,2,Detractor,Delivery delays caused frustration for both team and customers.
5512,3561,Medford,Operations,2014-02-24,2,Detractor,Delivery delays caused frustration for both team and customers.
5513,7299,Medford,HR,2014-02-24,7,Passive,Workload is manageable but processes could be faster.
5514,7107,New York City,HR,2015-05-30,6,Detractor,Delivery delays caused frustration for both team and customers.
5515,9174,New York City,Operations,2015-05-30,2,Detractor,Delivery delays caused frustration for both team and customers.
5516,4225,New York City,Warehouse,2015-05-30,10,Promoter,Teamwork was great and customers seemed satisfied.
5517,1159,Huntsville,Customer Service,2016-11-18,4,Detractor,We had frequent stockouts and customers were unhappy.
5518,8122,Philadelphia,Customer Service,2017-12-04,4,Detractor,Too much workload and not enough staff during peak hours.
5519,8928,Philadelphia,Sales,2017-12-04,5,Detractor,Too much workload and not enough staff during peak hours.
5520,7466,Philadelphia,HR,2017-12-04,5,Detractor,Too much workload and not enough staff during peak hours.
5521,3854,Philadelphia,Operations,2017-12-04,1,Detractor,We had frequent stockouts and customers were unhappy.
5522,7903,Philadelphia,Warehouse,2017-12-04,2,Detractor,We had frequent stockouts and customers were unhappy.
5523,8939,Santa Clara,Warehouse,2016-06-05,6,Detractor,We had frequent stockouts and customers were unhappy.
5524,3042,Santa Clara,HR,2016-06-05,9,Promoter,Sales were strong this week and operations ran smoothly.
5525,4585,Long Beach,HR,2016-12-10,6,Detractor,Too much workload and not enough staff during peak hours.
5526,3653,Los Angeles,Sales,2017-04-30,4,Detractor,We had frequent stockouts and customers were unhappy.
5527,8937,Santa Barbara,Operations,2017-04-24,4,Detractor,Too much workload and not enough staff during peak hours.
5528,8387,New York City,HR,2015-05-08,6,Detractor,Too much workload and not enough staff during peak hours.
5529,2891,Jacksonville,HR,2015-03-31,8,Passive,Workload is manageable but processes could be faster.
5530,4854,Cedar Hill,HR,2017-08-06,9,Promoter,Good communication from management and clear goals.
5531,5704,Omaha,Operations,2017-12-02,2,Detractor,Delivery delays caused frustration for both team and customers.
5532,9995,Little Rock,Warehouse,2016-06-06,3,Detractor,Too much workload and not enough staff during peak hours.
5533,3624,Little Rock,Warehouse,2016-06-06,8,Passive,"Some minor issues with systems, but we handled them."
5534,6440,Little Rock,Customer Service,2016-06-06,1,Detractor,Too much workload and not enough staff during peak hours.
5535,9991,Little Rock,Sales,2016-06-06,9,Promoter,Sales were strong this week and operations ran smoothly.
5536,8974,Little Rock,Operations,2016-06-06,9,Promoter,Good communication from management and clear goals.
5537,1831,Little Rock,Operations,2016-06-06,1,Detractor,We had frequent stockouts and customers were unhappy.
5538,1984,Little Rock,Warehouse,2016-06-06,4,Detractor,We had frequent stockouts and customers were unhappy.
5539,5474,Norfolk,Customer Service,2015-04-13,7,Passive,Workload is manageable but processes could be faster.
5540,2370,Chicago,Warehouse,2017-05-22,2,Detractor,Too much workload and not enough staff during peak hours.
5541,1166,Chicago,Customer Service,2017-05-22,3,Detractor,We had frequent stockouts and customers were unhappy.
5542,6480,Chicago,Warehouse,2017-05-22,3,Detractor,We had frequent stockouts and customers were unhappy.
5543,9840,Tucson,Warehouse,2016-12-19,6,Detractor,Delivery delays caused frustration for both team and customers.
5544,5356,Tucson,Operations,2016-12-19,6,Detractor,We had frequent stockouts and customers were unhappy.
5545,7098,Tucson,Operations,2016-12-19,8,Passive,"Overall okay week, nothing special to report."
5546,7231,Concord,Warehouse,2017-09-22,1,Detractor,Delivery delays caused frustration for both team and customers.
5547,8832,Draper,Operations,2017-09-07,6,Detractor,We had frequent stockouts and customers were unhappy.
5548,9037,Draper,Customer Service,2017-09-07,1,Detractor,We had frequent stockouts and customers were unhappy.
5549,5548,San Francisco,Customer Service,2014-11-28,4,Detractor,Too much workload and not enough staff during peak hours.
5550,8503,San Francisco,Operations,2014-11-28,8,Passive,"Overall okay week, nothing special to report."
5551,9736,Houston,Warehouse,2014-11-12,2,Detractor,Delivery delays caused frustration for both team and customers.
5552,8585,Houston,Customer Service,2014-11-12,2,Detractor,Delivery delays caused frustration for both team and customers.
5553,1018,Houston,Sales,2014-11-12,4,Detractor,Too much workload and not enough staff during peak hours.
5554,2341,Houston,Customer Service,2014-11-12,3,Detractor,Too much workload and not enough staff during peak hours.
5555,2951,Houston,Customer Service,2014-11-12,9,Promoter,Good communication from management and clear goals.
5556,5212,Montgomery,Sales,2017-10-02,1,Detractor,We had frequent stockouts and customers were unhappy.
5557,2815,Jackson,Customer Service,2015-12-14,4,Detractor,Delivery delays caused frustration for both team and customers.
5558,1637,Jackson,Customer Service,2015-12-14,7,Passive,Workload is manageable but processes could be faster.
5559,7357,North Las Vegas,Operations,2015-12-06,2,Detractor,Delivery delays caused frustration for both team and customers.
5560,5773,North Las Vegas,Warehouse,2015-12-06,9,Promoter,Good communication from management and clear goals.
5561,5041,North Las Vegas,HR,2015-12-06,5,Detractor,We had frequent stockouts and customers were unhappy.
5562,2610,Atlanta,Customer Service,2017-03-31,4,Detractor,We had frequent stockouts and customers were unhappy.
5563,8586,Atlanta,Operations,2017-03-31,10,Promoter,Sales were strong this week and operations ran smoothly.
5564,4143,Atlanta,Operations,2017-03-31,8,Passive,"Some minor issues with systems, but we handled them."
5565,6620,Chicago,Sales,2017-03-13,6,Detractor,Too much workload and not enough staff during peak hours.
5566,4274,Chicago,Sales,2017-03-13,4,Detractor,Too much workload and not enough staff during peak hours.
5567,7837,Chicago,Customer Service,2017-03-13,5,Detractor,Too much workload and not enough staff during peak hours.
5568,5422,Chicago,Operations,2017-03-13,2,Detractor,We had frequent stockouts and customers were unhappy.
5569,7821,Chicago,Customer Service,2017-03-13,10,Promoter,Teamwork was great and customers seemed satisfied.
5570,7989,Chicago,Warehouse,2017-03-13,7,Passive,"Overall okay week, nothing special to report."
5571,6720,Chicago,Warehouse,2017-03-13,5,Detractor,Delivery delays caused frustration for both team and customers.
5572,1406,Columbus,HR,2014-12-05,9,Promoter,Sales were strong this week and operations ran smoothly.
5573,1693,Columbus,Sales,2014-12-05,8,Passive,"Some minor issues with systems, but we handled them."
5574,3997,Columbus,Warehouse,2014-12-05,4,Detractor,Too much workload and not enough staff during peak hours.
5575,3619,Columbus,Operations,2014-12-05,1,Detractor,Too much workload and not enough staff during peak hours.
5576,1888,Columbus,Warehouse,2014-12-05,1,Detractor,Delivery delays caused frustration for both team and customers.
5577,3911,Pasadena,Warehouse,2016-12-12,2,Detractor,Too much workload and not enough staff during peak hours.
5578,4616,Pasadena,Sales,2016-12-12,7,Passive,Workload is manageable but processes could be faster.
5579,9236,Los Angeles,HR,2017-09-09,1,Detractor,Delivery delays caused frustration for both team and customers.
5580,5449,Los Angeles,Sales,2017-09-09,3,Detractor,We had frequent stockouts and customers were unhappy.
5581,9892,Los Angeles,Customer Service,2017-09-09,10,Promoter,Teamwork was great and customers seemed satisfied.
5582,4878,Clinton,Customer Service,2017-10-04,10,Promoter,Sales were strong this week and operations ran smoothly.
5583,1100,New York City,Customer Service,2016-05-09,3,Detractor,Too much workload and not enough staff during peak hours.
5584,9664,San Diego,Customer Service,2014-12-15,7,Passive,"Some minor issues with systems, but we handled them."
5585,7848,New York City,Sales,2017-11-30,2,Detractor,Delivery delays caused frustration for both team and customers.
5586,8730,New York City,Operations,2017-11-30,1,Detractor,Too much workload and not enough staff during peak hours.
5587,7033,New York City,Sales,2017-11-30,8,Passive,Workload is manageable but processes could be faster.
5588,3223,Lancaster,Operations,2015-03-19,7,Passive,Workload is manageable but processes could be faster.
5589,5423,Great Falls,Warehouse,2014-07-19,9,Promoter,Sales were strong this week and operations ran smoothly.
5590,1776,San Francisco,Sales,2016-12-08,7,Passive,Workload is manageable but processes could be faster.
5591,9215,San Francisco,HR,2016-12-08,9,Promoter,Sales were strong this week and operations ran smoothly.
5592,3719,Lakewood,Operations,2014-10-13,7,Passive,Workload is manageable but processes could be faster.
5593,6299,Lakewood,Operations,2014-10-13,8,Passive,"Overall okay week, nothing special to report."
5594,9442,Cleveland,HR,2017-11-19,7,Passive,"Overall okay week, nothing special to report."
5595,5039,Lawrence,Customer Service,2017-09-24,7,Passive,"Some minor issues with systems, but we handled them."
5596,4213,Lawrence,Operations,2017-09-24,1,Detractor,Delivery delays caused frustration for both team and customers.
5597,5888,Concord,Sales,2015-09-25,7,Passive,Workload is manageable but processes could be faster.
5598,6654,Baltimore,Operations,2017-02-13,3,Detractor,Delivery delays caused frustration for both team and customers.
5599,7764,Baltimore,Operations,2017-02-13,1,Detractor,Delivery delays caused frustration for both team and customers.
5600,9802,Columbus,HR,2014-10-03,4,Detractor,Delivery delays caused frustration for both team and customers.
5601,5216,Columbus,HR,2014-10-03,4,Detractor,We had frequent stockouts and customers were unhappy.
5602,6655,Columbus,Customer Service,2014-10-03,8,Passive,"Some minor issues with systems, but we handled them."
5603,8668,Houston,Customer Service,2016-08-27,6,Detractor,Too much workload and not enough staff during peak hours.
5604,6968,Houston,Operations,2016-08-27,4,Detractor,Delivery delays caused frustration for both team and customers.
5605,3050,New York City,Sales,2015-12-03,10,Promoter,Sales were strong this week and operations ran smoothly.
5606,6138,Greensboro,Warehouse,2016-09-20,1,Detractor,We had frequent stockouts and customers were unhappy.
5607,4338,Greensboro,HR,2016-09-20,3,Detractor,Too much workload and not enough staff during peak hours.
5608,3155,New York City,Sales,2017-03-25,7,Passive,"Some minor issues with systems, but we handled them."
5609,8016,San Francisco,Warehouse,2015-12-06,6,Detractor,We had frequent stockouts and customers were unhappy.
5610,1481,Monroe,Customer Service,2017-08-31,3,Detractor,Too much workload and not enough staff during peak hours.
5611,8819,Cincinnati,Sales,2015-10-05,7,Passive,"Some minor issues with systems, but we handled them."
5612,3189,Seattle,Customer Service,2017-08-18,7,Passive,"Overall okay week, nothing special to report."
5613,9623,Seattle,Sales,2017-08-18,5,Detractor,Too much workload and not enough staff during peak hours.
5614,7697,New York City,Customer Service,2016-02-02,8,Passive,"Overall okay week, nothing special to report."
5615,2275,New York City,Warehouse,2016-08-23,7,Passive,"Some minor issues with systems, but we handled them."
5616,2380,New York City,Customer Service,2016-08-23,2,Detractor,We had frequent stockouts and customers were unhappy.
5617,9299,New York City,Customer Service,2016-08-23,4,Detractor,Too much workload and not enough staff during peak hours.
5618,4526,Memphis,Operations,2017-06-30,10,Promoter,Teamwork was great and customers seemed satisfied.
5619,4757,San Diego,Sales,2015-09-18,8,Passive,"Some minor issues with systems, but we handled them."
5620,3175,La Crosse,HR,2016-09-25,6,Detractor,Delivery delays caused frustration for both team and customers.
5621,8025,La Crosse,Customer Service,2016-09-25,7,Passive,"Overall okay week, nothing special to report."
5622,2514,La Crosse,Operations,2016-09-25,6,Detractor,Delivery delays caused frustration for both team and customers.
5623,4065,La Crosse,Customer Service,2016-09-25,3,Detractor,Delivery delays caused frustration for both team and customers.
5624,4091,Los Angeles,HR,2016-10-24,3,Detractor,Too much workload and not enough staff during peak hours.
5625,1176,Los Angeles,Sales,2016-10-24,7,Passive,"Overall okay week, nothing special to report."
5626,9015,Seattle,Warehouse,2014-09-29,4,Detractor,We had frequent stockouts and customers were unhappy.
5627,2388,Seattle,Warehouse,2014-09-29,5,Detractor,Too much workload and not enough staff during peak hours.
5628,2639,Miami,HR,2017-06-26,7,Passive,Workload is manageable but processes could be faster.
5629,7787,Miami,HR,2017-06-26,4,Detractor,We had frequent stockouts and customers were unhappy.
5630,9585,Philadelphia,Sales,2016-08-21,10,Promoter,Teamwork was great and customers seemed satisfied.
5631,2530,Chesapeake,HR,2014-02-11,5,Detractor,Too much workload and not enough staff during peak hours.
5632,1293,Chesapeake,HR,2014-02-11,7,Passive,"Overall okay week, nothing special to report."
5633,7851,Chesapeake,Customer Service,2014-02-11,7,Passive,Workload is manageable but processes could be faster.
5634,4594,New York City,Operations,2016-09-23,6,Detractor,Too much workload and not enough staff during peak hours.
5635,4632,Ann Arbor,Warehouse,2015-12-05,9,Promoter,Good communication from management and clear goals.
5636,1991,La Mesa,Warehouse,2017-09-03,10,Promoter,Teamwork was great and customers seemed satisfied.
5637,5991,La Mesa,Customer Service,2017-09-03,9,Promoter,Good communication from management and clear goals.
5638,7433,Dearborn,HR,2017-03-26,8,Passive,Workload is manageable but processes could be faster.
5639,9335,San Diego,HR,2014-12-21,3,Detractor,Delivery delays caused frustration for both team and customers.
5640,7875,San Diego,Warehouse,2014-12-21,5,Detractor,Too much workload and not enough staff during peak hours.
5641,3145,Lakewood,Operations,2014-09-23,1,Detractor,Delivery delays caused frustration for both team and customers.
5642,8336,Meriden,Sales,2017-04-02,3,Detractor,We had frequent stockouts and customers were unhappy.
5643,7768,Columbus,Operations,2016-04-01,5,Detractor,Delivery delays caused frustration for both team and customers.
5644,2163,Roswell,HR,2015-05-15,10,Promoter,Teamwork was great and customers seemed satisfied.
5645,6949,Seattle,Warehouse,2017-03-23,5,Detractor,Too much workload and not enough staff during peak hours.
5646,6779,Morristown,Operations,2017-04-14,8,Passive,"Overall okay week, nothing special to report."
5647,3552,Alexandria,HR,2015-01-04,6,Detractor,We had frequent stockouts and customers were unhappy.
5648,5675,Salt Lake City,Sales,2017-11-02,4,Detractor,Delivery delays caused frustration for both team and customers.
5649,6437,Apple Valley,HR,2017-07-17,4,Detractor,We had frequent stockouts and customers were unhappy.
5650,3311,Apple Valley,Sales,2017-07-17,7,Passive,"Some minor issues with systems, but we handled them."
5651,3966,Apple Valley,Customer Service,2017-07-17,10,Promoter,Good communication from management and clear goals.
5652,9126,Apple Valley,Warehouse,2017-07-17,8,Passive,"Some minor issues with systems, but we handled them."
5653,3642,New York City,Customer Service,2017-10-06,3,Detractor,Delivery delays caused frustration for both team and customers.
5654,1291,Long Beach,Customer Service,2014-11-04,1,Detractor,Delivery delays caused frustration for both team and customers.
5655,8429,Salem,Sales,2016-12-18,7,Passive,"Some minor issues with systems, but we handled them."
5656,5230,Salem,Operations,2016-12-18,7,Passive,"Some minor issues with systems, but we handled them."
5657,9134,Salem,Customer Service,2016-12-18,2,Detractor,Delivery delays caused frustration for both team and customers.
5658,9157,Salem,HR,2016-12-18,5,Detractor,Delivery delays caused frustration for both team and customers.
5659,2537,Salem,Sales,2016-12-18,5,Detractor,We had frequent stockouts and customers were unhappy.
5660,9927,Salem,HR,2016-12-18,10,Promoter,Good communication from management and clear goals.
5661,4952,Salem,Sales,2016-12-18,8,Passive,Workload is manageable but processes could be faster.
5662,2025,Aurora,Operations,2016-09-24,4,Detractor,We had frequent stockouts and customers were unhappy.
5663,3781,Aurora,Sales,2016-09-24,7,Passive,"Overall okay week, nothing special to report."
5664,1815,Newark,Operations,2016-07-21,2,Detractor,We had frequent stockouts and customers were unhappy.
5665,8568,Newark,Warehouse,2016-07-21,5,Detractor,We had frequent stockouts and customers were unhappy.
5666,1371,Newark,Customer Service,2016-07-21,2,Detractor,Too much workload and not enough staff during peak hours.
5667,4084,Newark,Operations,2016-07-21,5,Detractor,Delivery delays caused frustration for both team and customers.
5668,7252,Seattle,HR,2016-06-11,10,Promoter,Sales were strong this week and operations ran smoothly.
5669,6905,Seattle,Customer Service,2016-06-11,2,Detractor,Too much workload and not enough staff during peak hours.
5670,7453,Seattle,Customer Service,2016-06-11,9,Promoter,Good communication from management and clear goals.
5671,2270,Pocatello,Sales,2015-06-09,1,Detractor,Too much workload and not enough staff during peak hours.
5672,1779,Pocatello,HR,2015-06-09,7,Passive,Workload is manageable but processes could be faster.
5673,7311,Dallas,Sales,2017-10-27,9,Promoter,Teamwork was great and customers seemed satisfied.
5674,8367,Dallas,Warehouse,2017-10-27,10,Promoter,Good communication from management and clear goals.
5675,1955,Seattle,Sales,2016-01-22,2,Detractor,Delivery delays caused frustration for both team and customers.
5676,3965,Seattle,Operations,2014-05-28,6,Detractor,Too much workload and not enough staff during peak hours.
5677,9294,Seattle,Operations,2014-05-28,1,Detractor,Delivery delays caused frustration for both team and customers.
5678,7966,Chicago,Operations,2014-12-29,4,Detractor,We had frequent stockouts and customers were unhappy.
5679,8558,Holland,Warehouse,2016-07-28,9,Promoter,Good communication from management and clear goals.
5680,1987,Holland,HR,2016-07-28,4,Detractor,Too much workload and not enough staff during peak hours.
5681,2246,Broken Arrow,Operations,2016-09-24,7,Passive,"Some minor issues with systems, but we handled them."
5682,9165,Broken Arrow,Sales,2016-09-24,1,Detractor,We had frequent stockouts and customers were unhappy.
5683,2326,Athens,Warehouse,2014-04-02,4,Detractor,Too much workload and not enough staff during peak hours.
5684,6992,Athens,Sales,2014-04-02,1,Detractor,Delivery delays caused frustration for both team and customers.
5685,1827,Athens,Sales,2014-04-02,10,Promoter,Sales were strong this week and operations ran smoothly.
5686,9631,Seattle,Operations,2015-11-05,9,Promoter,Teamwork was great and customers seemed satisfied.
5687,1521,Apopka,Customer Service,2014-07-28,4,Detractor,Too much workload and not enough staff during peak hours.
5688,9293,Apopka,HR,2014-07-28,7,Passive,"Overall okay week, nothing special to report."
5689,4532,Apopka,Sales,2014-07-28,3,Detractor,Delivery delays caused frustration for both team and customers.
5690,9333,Houston,Warehouse,2015-12-26,3,Detractor,Delivery delays caused frustration for both team and customers.
5691,7632,Baltimore,Operations,2015-12-10,9,Promoter,Sales were strong this week and operations ran smoothly.
5692,4577,Baltimore,Sales,2015-12-10,5,Detractor,Delivery delays caused frustration for both team and customers.
5693,9515,Baltimore,Sales,2015-12-10,6,Detractor,Delivery delays caused frustration for both team and customers.
5694,5783,Baltimore,HR,2015-12-10,7,Passive,"Some minor issues with systems, but we handled them."
5695,7061,Baltimore,Warehouse,2015-12-10,6,Detractor,We had frequent stockouts and customers were unhappy.
5696,6133,San Francisco,Customer Service,2016-05-05,8,Passive,Workload is manageable but processes could be faster.
5697,5258,Chicago,Customer Service,2017-10-14,9,Promoter,Sales were strong this week and operations ran smoothly.
5698,5812,Chicago,Sales,2017-10-14,4,Detractor,Too much workload and not enough staff during peak hours.
5699,6746,Laredo,HR,2016-11-05,2,Detractor,Delivery delays caused frustration for both team and customers.
5700,2755,San Francisco,HR,2017-11-03,9,Promoter,Good communication from management and clear goals.
5701,8531,Cleveland,Warehouse,2016-11-24,4,Detractor,We had frequent stockouts and customers were unhappy.
5702,1703,Cleveland,Customer Service,2016-11-24,4,Detractor,We had frequent stockouts and customers were unhappy.
5703,6713,Marion,Sales,2014-12-14,9,Promoter,Good communication from management and clear goals.
5704,8110,Marion,HR,2014-12-14,1,Detractor,Delivery delays caused frustration for both team and customers.
5705,4413,Marion,Customer Service,2014-12-14,9,Promoter,Teamwork was great and customers seemed satisfied.
5706,4335,Fairfield,Warehouse,2014-11-03,10,Promoter,Sales were strong this week and operations ran smoothly.
5707,1350,New York City,Operations,2017-09-22,8,Passive,Workload is manageable but processes could be faster.
5708,9506,New York City,HR,2015-05-08,2,Detractor,Delivery delays caused frustration for both team and customers.
5709,8261,New York City,Sales,2015-05-08,6,Detractor,Too much workload and not enough staff during peak hours.
5710,8628,New York City,Customer Service,2015-05-08,10,Promoter,Sales were strong this week and operations ran smoothly.
5711,5564,New York City,Operations,2015-05-08,9,Promoter,Sales were strong this week and operations ran smoothly.
5712,3030,New York City,HR,2015-05-08,10,Promoter,Sales were strong this week and operations ran smoothly.
5713,2650,Chicago,HR,2017-07-31,6,Detractor,Delivery delays caused frustration for both team and customers.
5714,9483,New York City,Warehouse,2014-03-01,7,Passive,Workload is manageable but processes could be faster.
5715,2983,Richmond,Warehouse,2017-09-25,1,Detractor,Too much workload and not enough staff during peak hours.
5716,9338,Ann Arbor,HR,2015-10-09,10,Promoter,Sales were strong this week and operations ran smoothly.
5717,3223,Ann Arbor,Operations,2015-10-09,7,Passive,"Some minor issues with systems, but we handled them."
5718,4316,Ann Arbor,Operations,2015-10-09,1,Detractor,Delivery delays caused frustration for both team and customers.
5719,1330,Ann Arbor,Warehouse,2015-10-09,10,Promoter,Teamwork was great and customers seemed satisfied.
5720,5477,Lafayette,Customer Service,2017-03-29,2,Detractor,Delivery delays caused frustration for both team and customers.
5721,6987,Springfield,Customer Service,2015-11-14,3,Detractor,We had frequent stockouts and customers were unhappy.
5722,5247,Springfield,HR,2015-11-14,8,Passive,Workload is manageable but processes could be faster.
5723,6061,Springfield,Sales,2015-11-14,1,Detractor,Too much workload and not enough staff during peak hours.
5724,4412,San Francisco,Operations,2016-09-26,5,Detractor,We had frequent stockouts and customers were unhappy.
5725,2576,Chicago,Customer Service,2014-09-22,5,Detractor,We had frequent stockouts and customers were unhappy.
5726,1357,New York City,Operations,2015-09-25,8,Passive,"Some minor issues with systems, but we handled them."
5727,5503,Houston,Sales,2015-05-04,1,Detractor,Too much workload and not enough staff during peak hours.
5728,1818,Madison,Operations,2017-12-08,6,Detractor,We had frequent stockouts and customers were unhappy.
5729,4040,Madison,Operations,2017-12-08,1,Detractor,We had frequent stockouts and customers were unhappy.
5730,7818,Madison,Operations,2017-12-08,6,Detractor,Delivery delays caused frustration for both team and customers.
5731,9717,Madison,Sales,2017-12-08,8,Passive,"Some minor issues with systems, but we handled them."
5732,6161,Madison,Operations,2017-12-08,1,Detractor,We had frequent stockouts and customers were unhappy.
5733,1227,Milford,Operations,2017-06-29,10,Promoter,Good communication from management and clear goals.
5734,2744,Milford,Sales,2017-06-29,9,Promoter,Sales were strong this week and operations ran smoothly.
5735,7171,Milford,Operations,2017-06-29,10,Promoter,Sales were strong this week and operations ran smoothly.
5736,1709,New York City,Warehouse,2014-06-29,5,Detractor,Delivery delays caused frustration for both team and customers.
5737,2322,Los Angeles,Warehouse,2014-01-20,5,Detractor,We had frequent stockouts and customers were unhappy.
5738,8133,Los Angeles,Warehouse,2014-01-20,3,Detractor,We had frequent stockouts and customers were unhappy.
5739,5929,San Francisco,HR,2016-12-31,6,Detractor,Delivery delays caused frustration for both team and customers.
5740,3977,Fairfield,HR,2017-03-28,6,Detractor,We had frequent stockouts and customers were unhappy.
5741,3592,Fairfield,Customer Service,2017-03-28,10,Promoter,Teamwork was great and customers seemed satisfied.
5742,9463,Fairfield,Warehouse,2017-03-28,1,Detractor,Delivery delays caused frustration for both team and customers.
5743,6136,Fairfield,Warehouse,2017-03-28,6,Detractor,We had frequent stockouts and customers were unhappy.
5744,7056,Fairfield,Sales,2017-03-28,9,Promoter,Teamwork was great and customers seemed satisfied.
5745,6547,Fairfield,Sales,2017-03-28,1,Detractor,We had frequent stockouts and customers were unhappy.
5746,4037,Fairfield,Operations,2017-03-28,5,Detractor,Too much workload and not enough staff during peak hours.
