Feedback_ID,Employee_ID,City,Department,Date,Engagement_Score,eNPS_Bucket,Free_Text,Sentiment_Label,Sentiment_Score,Key_Phrases,Topic_Cluster
4693,9363,Tucson,HR,12/20/2014,8,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
4694,5112,Tucson,HR,12/20/2014,10,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
4695,6784,Detroit,Sales,12/17/2015,7,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4696,8097,Detroit,Operations,12/17/2015,1,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4697,3076,Detroit,HR,12/17/2015,4,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4698,2573,Detroit,Warehouse,12/17/2015,7,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
4699,2828,Detroit,Sales,12/17/2015,1,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4700,1390,Austin,Customer Service,5/11/2017,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4701,9923,Austin,Operations,5/11/2017,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4702,2782,Austin,Warehouse,5/11/2017,8,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
4703,5223,Austin,Customer Service,5/11/2017,3,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4704,8770,Houston,Customer Service,6/24/2016,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4705,8062,Waterbury,Sales,5/17/2016,5,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4706,7760,Waterbury,Customer Service,5/17/2016,1,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4707,2538,Waterbury,HR,5/17/2016,2,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4708,7385,Los Angeles,Warehouse,6/29/2017,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4709,9124,Los Angeles,Warehouse,6/29/2017,9,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
4710,1481,Los Angeles,Warehouse,6/29/2017,7,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4711,5599,Los Angeles,Warehouse,6/29/2017,6,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4712,9957,Philadelphia,Sales,3/31/2014,1,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4713,5302,Huntsville,Sales,12/16/2014,9,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
4714,1187,Huntsville,Sales,12/16/2014,6,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4715,7889,Portland,Operations,5/18/2017,9,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
4716,1384,Louisville,Sales,5/12/2015,7,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4717,5450,Seattle,HR,12/3/2017,6,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4718,2063,Baltimore,Warehouse,12/12/2015,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4719,8308,San Francisco,HR,10/10/2015,1,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4720,5745,Los Angeles,HR,4/18/2015,10,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
4721,6935,Los Angeles,HR,4/18/2015,6,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4722,9755,Aurora,Sales,6/7/2014,5,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4723,2541,Seattle,Operations,9/1/2017,2,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4724,1032,Athens,Operations,5/22/2016,4,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4725,8412,Apopka,Warehouse,11/11/2016,8,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
4726,6172,Apopka,HR,11/11/2016,10,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
4727,1033,New York City,Customer Service,11/25/2014,5,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4728,4854,New York City,Sales,11/25/2014,5,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4729,3794,San Francisco,Sales,11/7/2014,1,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4730,6445,Dallas,Warehouse,7/18/2016,9,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
4731,2961,San Diego,Operations,3/29/2015,5,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4732,5306,San Diego,Operations,3/29/2015,7,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
4733,7125,San Diego,Sales,3/29/2015,10,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
4734,8572,San Diego,HR,3/29/2015,10,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
4735,2049,New York City,Warehouse,4/7/2016,3,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4736,7485,Lewiston,Sales,6/13/2015,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4737,5734,Lewiston,Operations,6/13/2015,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4738,7828,Lewiston,Warehouse,6/13/2015,5,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4739,7728,Long Beach,Customer Service,2/18/2015,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4740,8616,Long Beach,Warehouse,2/18/2015,10,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
4741,8927,Seattle,Operations,11/12/2017,6,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4742,9028,Seattle,Warehouse,11/12/2017,9,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
4743,3042,Seattle,Customer Service,11/12/2017,9,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
4744,5080,Rochester,Sales,3/5/2017,4,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4745,2329,Rochester,Warehouse,3/5/2017,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4746,1785,Rochester,Customer Service,3/5/2017,7,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
4747,8441,Rochester,Warehouse,3/5/2017,6,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4748,8272,San Francisco,Operations,3/3/2016,7,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4749,5072,San Francisco,Sales,3/3/2016,10,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
4750,3485,Seattle,HR,12/24/2016,5,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4751,9434,Spokane,Sales,10/7/2016,6,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4752,8411,Franklin,Customer Service,12/9/2016,7,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4753,9323,Jackson,Sales,11/20/2017,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4754,1032,Austin,Customer Service,12/12/2015,10,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
4755,3992,Pembroke Pines,Warehouse,2/3/2017,9,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
4756,6845,Pembroke Pines,HR,2/3/2017,6,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4757,2941,Philadelphia,Sales,9/21/2017,1,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4758,7890,Danville,Sales,4/30/2017,9,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
4759,5173,New York City,HR,11/3/2014,6,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4760,6209,New York City,Operations,11/3/2014,5,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4761,8509,New York City,HR,11/3/2014,3,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4762,8313,Columbus,Sales,12/30/2016,10,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
4763,9248,Columbus,HR,12/30/2016,10,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
4764,7563,Chula Vista,Warehouse,9/17/2014,10,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
4765,8768,San Francisco,Warehouse,11/24/2017,1,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4766,1789,New York City,Customer Service,4/24/2015,9,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
4767,1585,San Antonio,HR,3/9/2015,2,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4768,7981,San Antonio,Operations,3/9/2015,10,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
4769,5594,Jacksonville,Operations,6/2/2017,1,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4770,4173,San Francisco,Sales,9/19/2016,10,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
4771,9626,San Francisco,Customer Service,9/19/2016,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4772,6961,Avondale,Warehouse,10/31/2014,6,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4773,6717,Chicago,Customer Service,11/23/2017,10,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
4774,5628,Chicago,Customer Service,11/23/2017,3,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4775,2274,Chicago,Warehouse,11/23/2017,7,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
4776,7759,Escondido,HR,11/16/2017,3,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4777,2300,Long Beach,HR,2/19/2016,5,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4778,1695,Long Beach,Warehouse,2/19/2016,9,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
4779,9068,Newark,HR,11/7/2017,7,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4780,1482,Buffalo,Operations,7/8/2014,1,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4781,1874,Houston,Customer Service,11/7/2014,1,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4782,1138,Houston,Warehouse,11/7/2014,7,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
4783,6128,Houston,Customer Service,11/7/2014,2,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4784,3164,Wichita,Sales,1/28/2017,4,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4785,6773,Colorado Springs,Warehouse,12/11/2015,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4786,1331,Colorado Springs,Warehouse,12/11/2015,5,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4787,8572,Colorado Springs,Operations,12/11/2015,10,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
4788,1683,Colorado Springs,Sales,12/11/2015,6,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4789,7981,Colorado Springs,Sales,12/11/2015,10,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
4790,7005,Colorado Springs,Warehouse,12/11/2015,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4791,2828,Colorado Springs,Customer Service,12/11/2015,5,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4792,8302,Colorado Springs,Operations,12/11/2015,5,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4793,4459,Colorado Springs,Sales,12/11/2015,6,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4794,6990,New York City,Sales,6/29/2015,10,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
4795,2965,Los Angeles,Sales,3/16/2015,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4796,1702,Marietta,Sales,8/13/2015,2,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4797,9351,Jacksonville,Sales,5/14/2016,5,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4798,9060,Jacksonville,Customer Service,5/14/2016,9,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
4799,5915,Jacksonville,Operations,5/14/2016,3,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4800,1976,Jacksonville,HR,5/14/2016,1,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4801,3472,Jacksonville,Warehouse,5/14/2016,9,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
4802,4125,Jacksonville,Warehouse,5/14/2016,1,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4803,6518,Jacksonville,Operations,5/14/2016,6,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4804,6567,Philadelphia,Warehouse,7/13/2017,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4805,5228,Philadelphia,Sales,7/13/2017,3,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4806,1832,Los Angeles,Customer Service,11/22/2015,10,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
4807,5422,Los Angeles,Warehouse,11/22/2015,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4808,4294,Los Angeles,Sales,11/22/2015,5,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4809,4684,Philadelphia,Sales,11/23/2014,2,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4810,3431,Eau Claire,Operations,12/27/2015,3,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4811,8730,Eau Claire,Sales,12/27/2015,3,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4812,5282,Philadelphia,Warehouse,11/14/2016,4,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4813,3871,Philadelphia,Sales,11/14/2016,7,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4814,6893,Philadelphia,Customer Service,11/14/2016,4,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4815,2371,Los Angeles,HR,5/8/2016,2,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4816,7696,Philadelphia,Customer Service,12/26/2014,7,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4817,1219,Philadelphia,Customer Service,12/26/2014,1,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4818,8372,Philadelphia,Sales,12/26/2014,8,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
4819,8745,Philadelphia,Sales,12/26/2014,2,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4820,8876,Norwich,Warehouse,6/8/2017,4,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4821,1415,San Antonio,Operations,4/7/2015,4,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4822,1686,San Antonio,Operations,4/7/2015,9,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
4823,5672,Yuma,HR,7/10/2016,7,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
4824,3621,Columbus,Customer Service,11/21/2016,9,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
4825,4177,Columbus,HR,11/21/2016,2,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4826,3483,Columbus,HR,11/21/2016,1,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4827,8987,Los Angeles,Customer Service,11/12/2017,10,Promoter,Sales were strong this week and operations ran smoothly.,Positive,0.999653578,"sales strong week, sales strong, strong week operations",1
4828,5707,Richmond,Customer Service,11/1/2014,9,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
4829,9028,Richmond,Warehouse,11/1/2014,4,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4830,6498,New York City,Customer Service,5/15/2016,3,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4831,3592,Wausau,Operations,11/7/2014,8,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
4832,7881,Wausau,Operations,11/7/2014,2,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4833,4634,Wausau,HR,11/7/2014,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4834,1623,Wausau,Sales,11/7/2014,9,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
4835,6030,San Francisco,Customer Service,10/5/2017,1,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4836,4995,San Francisco,Customer Service,10/5/2017,4,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4837,8071,San Francisco,HR,10/5/2017,3,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4838,4057,Dublin,Operations,6/1/2017,9,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
4839,2343,Dublin,Operations,6/1/2017,7,Passive,"Overall okay week, nothing special to report.",Negative,0.992971599,"overall okay week, week special report, okay week special",1
4840,8207,Dublin,HR,6/1/2017,7,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
4841,3510,Henderson,Customer Service,11/20/2017,1,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4842,8362,Bowling Green,Sales,12/23/2016,1,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4843,6808,Memphis,Warehouse,9/29/2017,5,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4844,2335,Lakewood,Operations,11/7/2016,3,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4845,4696,Los Angeles,Customer Service,4/4/2014,3,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4846,1312,Rochester,Operations,7/23/2015,10,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
4847,3379,Salem,Customer Service,6/25/2014,6,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4848,8726,Salem,Operations,6/25/2014,6,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4849,2719,Salem,Sales,6/25/2014,1,Detractor,Delivery delays caused frustration for both team and customers.,Negative,0.999616027,"delivery delays caused, delays caused frustration, delivery delays",3
4850,3503,Pasco,Customer Service,9/8/2014,2,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4851,1723,Pasco,Sales,9/8/2014,5,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4852,4009,Pasco,Operations,9/8/2014,7,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4853,7930,Pasco,Customer Service,9/8/2014,9,Promoter,Good communication from management and clear goals.,Positive,0.999860883,"good communication management, management clear goals, good communication",2
4854,2675,Oakland,Warehouse,12/12/2014,9,Promoter,Teamwork was great and customers seemed satisfied.,Positive,0.999787986,"teamwork great customers, teamwork great, great customers satisfied",0
4855,1070,Oakland,Sales,12/12/2014,6,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4856,6608,Oakland,Operations,12/12/2014,8,Passive,Workload is manageable but processes could be faster.,Negative,0.991133273,"manageable processes faster, workload manageable processes, workload manageable",4
4857,1318,Los Angeles,Sales,1/13/2015,8,Passive,"Some minor issues with systems, but we handled them.",Positive,0.992530406,"minor issues systems, issues systems handled, systems handled",2
4858,1949,Los Angeles,Operations,1/13/2015,6,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4859,4699,Los Angeles,Operations,1/13/2015,6,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
4860,5125,Oak Park,Sales,12/15/2017,1,Detractor,Too much workload and not enough staff during peak hours.,Negative,0.999746025,"workload staff peak, staff peak hours, workload staff",4
4861,8297,Morristown,Sales,12/18/2016,6,Detractor,We had frequent stockouts and customers were unhappy.,Negative,0.999679923,"stockouts customers unhappy, stockouts customers, frequent stockouts customers",0
