City,Region,Category,Sub_Category,Product_Name,Unnamed:_5,Unnamed:_6,Unnamed:_7,Unnamed:_8,Date,On_Hand,On_Order,Lead_Time_Days,Reorder_Level,Stockout_Flag
Eau Claire,Central,Office Supplies,Paper,Xerox 1917,,,,,2015-12-27,94,67,8,40,0
Eau Claire,Central,Technology,Phones,Cisco SPA 502G IP Phone,,,,,2015-12-27,22,82,7,40,1
Philadelphia,East,Furniture,Chairs,Global Ergonomic Managers Chair,,,,,2016-11-14,70,1,7,51,0
Philadelphia,East,Technology,Copiers,Sharp AL-1530CS Digital Copier,,,,,2016-11-14,32,64,12,21,0
Philadelphia,East,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",,,,,2016-11-14,80,15,9,58,0
Los Angeles,West,Office Supplies,Paper,Xerox 1920,,,,,2016-05-08,109,8,12,85,0
Philadelphia,East,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",,,,,2014-12-26,13,51,14,84,1
Philadelphia,East,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,,,,,2014-12-26,54,91,11,62,1
Philadelphia,East,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,,,,,2014-12-26,133,28,10,31,0
Philadelphia,East,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,,,,,2014-12-26,150,84,12,74,0
Norwich,East,Office Supplies,Binders,Wilson Jones Impact Binders,,,,,2017-06-08,62,46,3,68,1
San Antonio,Central,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,,,,,2015-04-07,157,28,12,94,0
San Antonio,Central,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,,,,,2015-04-07,109,70,4,58,0
Yuma,West,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,,,,,2016-07-10,3,25,13,73,1
Columbus,East,Technology,Machines,Texas Instrument TI-15 Fraction Calculator,,,,,2016-11-21,66,57,2,61,0
Columbus,East,Furniture,Chairs,"Global Value Steno Chair, Gray",,,,,2016-11-21,26,51,6,62,1
Columbus,East,Furniture,Furnishings,"Computer Room Manger, 14""",,,,,2016-11-21,56,13,8,56,0
Los Angeles,West,Office Supplies,Binders,Acco 3-Hole Punch,,,,,2017-11-12,92,51,8,54,0
Richmond,South,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",,,,,2014-11-01,126,95,2,44,0
Richmond,South,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",,,,,2014-11-01,66,6,10,93,1
New York City,East,Office Supplies,Binders,Binder Posts,,,,,2016-05-15,34,53,14,37,1
Wausau,Central,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,,,,,2014-11-07,143,35,11,25,0
Wausau,Central,Office Supplies,Storage,Portable Personal File Box,,,,,2014-11-07,191,52,10,77,0
Wausau,Central,Office Supplies,Storage,X-Rack File for Hanging Folders,,,,,2014-11-07,166,46,6,78,0
Wausau,Central,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",,,,,2014-11-07,124,41,12,93,0
San Francisco,West,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",,,,,2017-10-05,197,45,14,65,0
San Francisco,West,Office Supplies,Paper,Xerox 1951,,,,,2017-10-05,30,22,9,81,1
San Francisco,West,Office Supplies,Binders,Avery Hole Reinforcements,,,,,2017-10-05,59,55,13,56,0
Dublin,East,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",,,,,2017-06-01,30,36,7,72,1
Dublin,East,Office Supplies,Paper,Xerox 1924,,,,,2017-06-01,55,5,12,61,1
Dublin,East,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,,,,,2017-06-01,42,76,11,21,0
Henderson,South,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,,,,,2017-11-20,38,1,3,45,1
Bowling Green,East,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",,,,,2016-12-23,59,99,2,69,1
Memphis,South,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,,,,,2017-09-29,170,11,13,42,0
Lakewood,East,Office Supplies,Fasteners,Rubber Band Ball,,,,,2016-11-07,72,15,12,55,0
Los Angeles,West,Office Supplies,Binders,Avery Non-Stick Binders,,,,,2014-04-04,65,14,5,54,0
Rochester,East,Office Supplies,Binders,Acco 3-Hole Punch,,,,,2015-07-23,30,21,10,55,1
Salem,West,Technology,Phones,Plantronics 81402,,,,,2014-06-25,198,28,4,97,0
Salem,West,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",,,,,2014-06-25,111,76,5,99,0
Salem,West,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",,,,,2014-06-25,143,28,3,79,0
Pasco,West,Office Supplies,Art,Prang Colored Pencils,,,,,2014-09-08,69,86,6,98,1
Pasco,West,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",,,,,2014-09-08,165,53,6,65,0
Pasco,West,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",,,,,2014-09-08,87,87,2,76,0
Pasco,West,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,,,,,2014-09-08,10,84,9,99,1
Oakland,West,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",,,,,2014-12-12,141,27,13,43,0
Oakland,West,Office Supplies,Storage,Woodgrain Magazine Files by Perma,,,,,2014-12-12,25,77,4,99,1
Oakland,West,Furniture,Furnishings,Longer-Life Soft White Bulbs,,,,,2014-12-12,18,62,8,83,1
Los Angeles,West,Office Supplies,Binders,Binding Machine Supplies,,,,,2015-01-13,80,20,7,88,1
Los Angeles,West,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",,,,,2015-01-13,6,27,7,23,1
Los Angeles,West,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",,,,,2015-01-13,12,18,2,50,1
Oak Park,Central,Office Supplies,Art,Newell 307,,,,,2017-12-15,9,92,13,51,1
Morristown,East,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,,,,,2016-12-18,77,4,2,33,0
Austin,Central,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,,,,,2014-04-11,27,91,14,94,1
New York City,East,Office Supplies,Binders,Canvas Sectional Post Binders,,,,,2016-11-10,196,67,4,80,0
New York City,East,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,,,,,2016-11-10,69,40,8,36,0
New York City,East,Technology,Phones,Mophie Juice Pack Helium for iPhone,,,,,2017-06-26,183,31,4,38,0
Seattle,West,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,,,,,2017-11-13,132,12,2,48,0
Seattle,West,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,,,,,2017-11-13,156,14,5,76,0
Seattle,West,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,,,,,2017-11-13,28,95,12,80,1
Seattle,West,Office Supplies,Labels,Avery File Folder Labels,,,,,2017-11-13,46,22,12,86,1
Lancaster,East,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,,,,,2017-11-24,0,63,8,69,1
Lancaster,East,Office Supplies,Paper,Xerox 1919,,,,,2017-11-24,152,35,7,66,0
Houston,Central,Office Supplies,Fasteners,OIC Thumb-Tacks,,,,,2017-05-23,32,76,11,59,1
Houston,Central,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,,,,,2017-05-23,25,60,14,28,1
Houston,Central,Office Supplies,Storage,Tennsco Commercial Shelving,,,,,2017-05-23,46,15,6,81,1
Houston,Central,Office Supplies,Binders,Storex Dura Pro Binders,,,,,2017-05-23,166,37,2,66,0
Columbus,East,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,,,,,2014-12-02,27,71,8,39,1
Durham,South,Office Supplies,Storage,Advantus Rolling Drawer Organizers,,,,,2014-10-03,15,94,10,30,1
Durham,South,Office Supplies,Art,DIXON Oriole Pencils,,,,,2014-10-03,59,97,2,74,1
Pensacola,South,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",,,,,2016-07-29,171,25,14,20,0
Henderson,South,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,,,,,2017-11-02,166,58,11,22,0
Henderson,South,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",,,,,2017-11-02,180,79,10,67,0
Henderson,South,Technology,Accessories,Logitech diNovo Edge Keyboard,,,,,2017-11-02,26,3,7,27,1
Henderson,South,Office Supplies,Storage,Super Decoflex Portable Personal File,,,,,2017-11-02,20,78,12,78,1
Anaheim,West,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",,,,,2017-03-08,138,31,11,97,0
Anaheim,West,Office Supplies,Art,Newell 323,,,,,2017-03-08,8,62,8,28,1
Detroit,Central,Office Supplies,Paper,Xerox 1929,,,,,2014-12-16,73,90,5,97,1
Marietta,South,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",,,,,2016-11-28,0,74,3,88,1
Marietta,South,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,,,,,2016-11-28,82,68,2,45,0
Marietta,South,Office Supplies,Storage,Tennsco Single-Tier Lockers,,,,,2016-11-28,94,97,12,47,0
Marietta,South,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",,,,,2016-11-28,70,95,12,64,0
Seattle,West,Office Supplies,Art,Newell 317,,,,,2016-12-23,57,23,7,48,0
Seattle,West,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,,,,,2016-12-23,143,6,2,86,0
Seattle,West,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",,,,,2016-12-23,62,33,2,32,0
Seattle,West,Office Supplies,Storage,SAFCO Boltless Steel Shelving,,,,,2016-12-23,79,77,7,38,0
Seattle,West,Office Supplies,Paper,Xerox 1911,,,,,2016-12-23,160,4,5,56,0
Seattle,West,Office Supplies,Envelopes,Staple envelope,,,,,2016-12-23,192,77,2,52,0
Seattle,West,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",,,,,2016-12-23,83,87,2,79,0
Parma,East,Furniture,Chairs,Global Italian Leather Office Chair,,,,,2014-10-15,111,72,10,75,0
Parma,East,Office Supplies,Paper,Xerox 1897,,,,,2014-10-15,25,88,8,73,1
Gresham,West,Office Supplies,Binders,GBC Imprintable Covers,,,,,2016-08-22,90,31,8,26,0
Anaheim,West,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,,,,,2017-12-17,175,55,9,47,0
Anaheim,West,Office Supplies,Supplies,Fiskars Spring-Action Scissors,,,,,2017-12-17,149,86,2,78,0
New York City,East,Office Supplies,Binders,3M Organizer Strips,,,,,2017-03-07,51,95,14,23,0
New York City,East,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",,,,,2017-03-07,153,44,8,95,0
Houston,Central,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,,,,,2014-12-01,168,92,2,23,0
Concord,East,Office Supplies,Binders,Avery Metallic Poly Binders,,,,,2014-10-14,146,47,6,37,0
Concord,East,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,,,,,2014-10-14,9,68,12,65,1
Fairfield,East,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,,,,,2014-11-18,156,5,7,92,0
Fairfield,East,Technology,Phones,PNY Rapid USB Car Charger - Black,,,,,2014-11-18,60,95,13,46,0
Johnson City,South,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",,,,,2017-01-14,92,16,7,47,0
Johnson City,South,Office Supplies,Paper,Xerox 1931,,,,,2017-01-14,6,66,13,49,1
Johnson City,South,Technology,Phones,iHome FM Clock Radio with Lightning Dock,,,,,2017-01-14,67,15,6,95,1
Johnson City,South,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,,,,,2017-01-14,171,26,3,28,0
Johnson City,South,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,,,,,2017-01-14,64,41,14,99,1
Seattle,West,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",,,,,2015-09-24,187,24,9,60,0
Seattle,West,Office Supplies,Binders,Avery Hole Reinforcements,,,,,2015-09-24,192,31,12,43,0
League City,Central,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,,,,,2017-10-09,131,30,2,60,0
League City,Central,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,,,,,2017-10-09,79,66,8,77,0
Gaithersburg,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",,,,,2016-01-02,2,61,13,36,1
Gaithersburg,East,Technology,Phones,GE 30522EE2,,,,,2016-01-02,128,69,7,25,0
Chicago,Central,Office Supplies,Binders,Binder Posts,,,,,2017-08-19,11,30,12,96,1
Huntsville,South,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,,,,,2017-12-25,77,56,4,31,0
Huntsville,South,Office Supplies,Fasteners,Assorted Color Push Pins,,,,,2017-12-25,85,99,14,38,0
Huntsville,South,Office Supplies,Paper,Xerox 1915,,,,,2017-12-25,47,12,8,47,0
Huntsville,South,Technology,Phones,AT&T 17929 Lendline Telephone,,,,,2017-12-25,177,64,10,39,0
Lawrence,East,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",,,,,2017-09-10,183,31,5,44,0
Chicago,Central,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",,,,,2017-10-19,56,5,10,32,0
Fairfield,East,Office Supplies,Paper,Xerox 214,,,,,2017-12-01,60,10,3,86,1
Fairfield,East,Furniture,Chairs,Global Comet Stacking Armless Chair,,,,,2017-12-01,49,93,8,97,1
New York City,East,Office Supplies,Art,Newell 324,,,,,2014-09-02,198,83,14,42,0
New York City,East,Office Supplies,Paper,Easy-staple paper,,,,,2014-09-02,100,23,6,74,0
Seattle,West,Office Supplies,Art,Newell 309,,,,,2017-03-25,151,30,12,78,0
Aurora,West,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",,,,,2015-09-28,95,99,3,46,0
Aurora,West,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,,,,,2015-09-28,155,78,12,44,0
Aurora,West,Office Supplies,Fasteners,Staples,,,,,2015-09-28,175,27,5,63,0
Lehi,West,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",,,,,2015-03-15,104,24,10,73,0
Tuscaloosa,South,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,,,,,2017-01-06,98,67,10,81,0
San Francisco,West,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,,,,,2014-01-13,108,28,8,97,0
San Francisco,West,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",,,,,2014-01-13,59,65,7,73,1
San Francisco,West,Office Supplies,Art,4009 Highlighters by Sanford,,,,,2014-01-13,69,1,9,86,1
Wilmington,East,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,,,,,2015-02-06,151,89,11,54,0
Wilmington,East,Furniture,Bookcases,"Hon Metal Bookcases, Putty",,,,,2015-02-06,175,80,3,63,0
Wilmington,East,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,,,,,2015-02-06,14,73,5,42,1
Lafayette,Central,Office Supplies,Storage,Tennsco Single-Tier Lockers,,,,,2017-12-21,189,34,3,70,0
Redondo Beach,West,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,,,,,2016-09-05,82,50,10,36,0
Redondo Beach,West,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",,,,,2016-09-05,84,3,11,75,0
Redondo Beach,West,Office Supplies,Fasteners,Advantus Push Pins,,,,,2016-09-05,86,41,13,36,0
Seattle,West,Office Supplies,Labels,Avery 519,,,,,2014-10-04,103,63,11,26,0
Los Angeles,West,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,,,,,2017-11-27,181,4,5,36,0
Los Angeles,West,Furniture,Furnishings,Eldon 200 Class Desk Accessories,,,,,2017-11-27,181,64,10,43,0
New York City,East,Office Supplies,Art,BIC Brite Liner Highlighters,,,,,2016-10-28,29,58,3,81,1
Royal Oak,Central,Office Supplies,Paper,Xerox 1995,,,,,2015-06-09,20,69,8,89,1
San Francisco,West,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,,,,,2017-12-08,165,15,2,65,0
New York City,East,Technology,Phones,Plantronics MX500i Earset,,,,,2015-03-16,109,53,11,52,0
North Las Vegas,West,Office Supplies,Art,DIXON Oriole Pencils,,,,,2014-06-09,43,43,10,49,1
North Las Vegas,West,Office Supplies,Paper,Xerox 1909,,,,,2014-06-09,93,8,8,80,0
North Las Vegas,West,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",,,,,2014-06-09,51,89,8,50,0
Carrollton,Central,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,,,,,2015-03-20,168,30,12,46,0
Carrollton,Central,Office Supplies,Fasteners,Staples,,,,,2015-03-20,61,89,11,24,0
Los Angeles,West,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,,,,,2016-11-18,132,81,9,67,0
Los Angeles,West,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,,,,,2016-11-18,191,57,11,87,0
Seattle,West,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",,,,,2014-03-07,188,64,14,65,0
Seattle,West,Office Supplies,Art,Newell 330,,,,,2014-03-07,114,49,3,32,0
Seattle,West,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",,,,,2014-03-07,182,49,3,40,0
Fort Lauderdale,South,Office Supplies,Binders,GBC Instant Report Kit,,,,,2016-05-15,50,98,7,33,0
Columbia,South,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,,,,,2015-05-25,96,49,5,88,0
Providence,East,Technology,Phones,Plantronics MX500i Earset,,,,,2015-08-02,136,36,6,95,0
Providence,East,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",,,,,2015-08-02,132,23,5,68,0
Providence,East,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,,,,,2015-08-02,136,37,3,70,0
Providence,East,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,,,,,2015-08-02,116,32,6,21,0
Jacksonville,South,Furniture,Chairs,High-Back Leather Manager's Chair,,,,,2016-11-06,185,7,11,37,0
Jacksonville,South,Office Supplies,Paper,Embossed Ink Jet Note Cards,,,,,2016-11-06,83,95,9,62,0
Jacksonville,South,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",,,,,2016-11-06,2,10,9,32,1
Jacksonville,South,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",,,,,2016-11-06,46,64,2,82,1
Oceanside,West,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",,,,,2016-11-07,52,24,3,36,0
Jacksonville,South,Technology,Accessories,Enermax Acrylux Wireless Keyboard,,,,,2015-09-18,31,69,4,98,1
New York City,East,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,,,,,2015-12-07,4,56,12,39,1
New York City,East,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,,,,,2015-12-07,43,44,14,49,1
New York City,East,Technology,Phones,Digium D40 VoIP phone,,,,,2015-12-07,5,96,14,65,1
Chicago,Central,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,,,,,2016-12-09,134,0,13,52,0
Chicago,Central,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,,,,,2016-12-09,181,86,11,24,0
Chicago,Central,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,,,,,2016-12-09,67,2,3,90,1
Huntington Beach,West,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,,,,,2014-11-16,18,36,12,23,1
San Diego,West,Office Supplies,Storage,Eldon Portable Mobile Manager,,,,,2016-11-06,114,41,5,99,0
Nashville,South,Office Supplies,Fasteners,Assorted Color Push Pins,,,,,2015-09-06,140,83,11,72,0
New York City,East,Office Supplies,Labels,Avery 514,,,,,2014-09-03,64,97,5,74,1
Colorado Springs,West,Office Supplies,Paper,Xerox 226,,,,,2016-04-24,172,68,11,81,0
Colorado Springs,West,Furniture,Chairs,SAFCO Arco Folding Chair,,,,,2016-04-24,61,57,8,69,1
Colorado Springs,West,Office Supplies,Binders,Wilson Jones Impact Binders,,,,,2016-04-24,35,25,6,83,1
San Francisco,West,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,,,,,2017-08-31,5,65,6,74,1
San Francisco,West,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,,,,,2017-08-31,65,11,8,80,1
Chicago,Central,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,,,,,2017-12-07,32,64,5,77,1
Memphis,South,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",,,,,2015-12-18,172,28,9,65,0
Memphis,South,Office Supplies,Labels,Avery 507,,,,,2015-12-18,55,12,12,99,1
Memphis,South,Furniture,Furnishings,"Master Caster Door Stop, Brown",,,,,2015-12-18,20,20,2,92,1
New York City,East,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",,,,,2014-11-04,79,15,5,42,0
Raleigh,South,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,,,,,2017-03-10,191,92,3,84,0
Raleigh,South,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,,,,,2017-03-10,13,39,8,22,1
Los Angeles,West,Technology,Phones,AT&T 1080 Phone,,,,,2016-01-31,96,66,5,58,0
Los Angeles,West,Office Supplies,Paper,Easy-staple paper,,,,,2016-01-31,145,9,9,33,0
Los Angeles,West,Technology,Accessories,Logitech G600 MMO Gaming Mouse,,,,,2017-05-07,126,93,3,65,0
Newport News,South,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",,,,,2016-05-24,12,12,9,44,1
Newport News,South,Office Supplies,Paper,Xerox 1911,,,,,2016-05-24,140,99,13,69,0
Los Angeles,West,Office Supplies,Paper,Astroparche Fine Business Paper,,,,,2016-10-07,160,83,7,97,0
Jackson,South,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,,,,,2014-04-30,23,68,9,58,1
Richmond,Central,Office Supplies,Storage,Letter Size Cart,,,,,2015-11-10,66,15,7,42,0
New York City,East,Technology,Machines,Zebra ZM400 Thermal Label Printer,,,,,2015-11-09,180,14,3,58,0
New York City,East,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",,,,,2015-11-09,114,58,5,48,0
Philadelphia,East,Office Supplies,Binders,GBC Wire Binding Strips,,,,,2015-09-07,29,75,11,80,1
Philadelphia,East,Technology,Phones,Samsung Galaxy Note 3,,,,,2015-09-07,120,23,8,87,0
Philadelphia,East,Office Supplies,Binders,Angle-D Ring Binders,,,,,2015-09-07,21,38,5,94,1
Phoenix,West,Furniture,Bookcases,Bestar Classic Bookcase,,,,,2017-05-11,110,93,10,75,0
Cleveland,East,Office Supplies,Binders,Vinyl Sectional Post Binders,,,,,2017-07-21,38,86,13,55,1
Cleveland,East,Office Supplies,Storage,Letter Size File,,,,,2017-07-21,42,90,9,81,1
Cleveland,East,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,,,,,2017-07-21,131,53,11,32,0
Toledo,East,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",,,,,2014-11-24,138,68,5,71,0
Toledo,East,Technology,Phones,Samsung Galaxy S4,,,,,2014-11-24,125,32,2,31,0
Los Angeles,West,Furniture,Furnishings,Eldon 100 Class Desk Accessories,,,,,2014-11-15,131,85,14,58,0
Los Angeles,West,Technology,Accessories,Logitech P710e Mobile Speakerphone,,,,,2014-11-15,67,85,14,51,0
Los Angeles,West,Office Supplies,Supplies,Acme Box Cutter Scissors,,,,,2014-11-15,191,40,10,20,0
New York City,East,Office Supplies,Supplies,Premier Electric Letter Opener,,,,,2017-03-23,79,80,12,83,1
San Diego,West,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,,,,,2016-12-18,138,15,8,35,0
San Diego,West,Technology,Accessories,Logitech P710e Mobile Speakerphone,,,,,2016-12-18,169,52,14,56,0
San Diego,West,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",,,,,2016-12-18,179,68,7,79,0
Oklahoma City,Central,Office Supplies,Binders,GBC Poly Designer Binding Covers,,,,,2017-07-29,10,96,10,34,1
Oklahoma City,Central,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,,,,,2017-07-29,20,50,11,38,1
Oklahoma City,Central,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",,,,,2017-07-29,193,99,5,32,0
Oklahoma City,Central,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,,,,,2017-07-29,39,66,11,61,1
Chicago,Central,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,,,,,2014-09-02,87,84,12,40,0
San Francisco,West,Office Supplies,Art,Newell 339,,,,,2017-01-29,32,38,10,57,1
San Francisco,West,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,,,,,2017-01-29,60,19,2,38,0
San Francisco,West,Office Supplies,Binders,Clear Mylar Reinforcing Strips,,,,,2017-01-29,31,86,11,45,1
Vineland,East,Furniture,Chairs,Novimex Turbo Task Chair,,,,,2016-12-26,126,70,6,74,0
Vineland,East,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,,,,,2016-12-26,62,61,11,51,0
Milwaukee,Central,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,,,,,2015-08-09,94,60,7,67,0
Seattle,West,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",,,,,2014-04-06,79,70,7,91,1
Seattle,West,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,,,,,2014-04-06,16,72,9,30,1
Naperville,Central,Technology,Accessories,Logitech Illuminated - Keyboard,,,,,2017-11-17,103,83,8,90,0
Wilmington,East,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",,,,,2015-07-11,163,77,12,24,0
Wilmington,East,Technology,Phones,Wilson Electronics DB Pro Signal Booster,,,,,2015-07-11,74,59,6,35,0
Wilmington,East,Office Supplies,Binders,Tuf-Vin Binders,,,,,2015-07-11,65,96,13,59,0
Los Angeles,West,Office Supplies,Paper,Embossed Ink Jet Note Cards,,,,,2016-11-10,118,93,12,85,0
Los Angeles,West,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,,,,,2016-11-10,13,7,10,95,1
Los Angeles,West,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",,,,,2016-11-10,162,80,10,91,0
